City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Olafsvik,IS,64.8945,-23.7142,46.0,76,98,7.63,overcast clouds
697,Zwedru,LR,6.0667,-8.1281,75.11,95,78,2.95,moderate rain
698,Saint-Francois,FR,46.4154,3.9054,53.04,87,100,5.75,overcast clouds
699,Kenora,CA,49.8167,-94.4337,36.57,100,100,10.36,mist
700,Huescar,ES,37.811,-2.5412,56.12,62,99,2.46,overcast clouds
701,Salatrucu,RO,45.3333,24.5167,50.77,88,66,3.91,broken clouds
702,Hokitika,NZ,-42.7167,170.9667,53.94,76,6,3.53,clear sky
703,Kaitong,CN,44.8135,123.15,50.56,41,0,6.42,clear sky
704,General Roca,AR,-39.0333,-67.5833,66.04,43,49,30.8,scattered clouds
705,Valinhos,BR,-22.9706,-46.9958,83.97,39,0,3.44,clear sky
706,Oda,JP,35.1833,132.5,58.95,90,17,7.61,few clouds
707,Kanniyakumari,IN,8.0833,77.5667,82.26,80,11,7.4,few clouds
708,Cap Malheureux,MU,-19.9842,57.6142,75.47,73,100,7.0,overcast clouds
709,Matagami,CA,49.7502,-77.6328,42.91,49,0,24.16,clear sky
710,Beohari,IN,24.05,81.3833,83.77,16,71,3.94,broken clouds
711,Huron,US,41.1501,-82.5499,81.86,51,100,17.16,overcast clouds
712,Shache,CN,38.4167,77.2406,69.67,20,24,15.1,few clouds
713,Baoying,CN,33.2292,119.3092,60.84,96,100,10.27,overcast clouds
714,Kargasok,RU,59.0556,80.8572,27.14,84,100,7.83,overcast clouds
